"Standard Report - Exports"
"Current date: 07/13/2019 5:29 PM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","District","Value ($US)",
"3915 Waste, Parings And Scrap, Of Plastics","Bangladesh","May 2019","All Districts","197,629"
"3915 Waste, Parings And Scrap, Of Plastics","Bangladesh","May 2019","Charleston, SC","8,015"
"3915 Waste, Parings And Scrap, Of Plastics","Bangladesh","May 2019","Los Angeles, CA","152,912"
"3915 Waste, Parings And Scrap, Of Plastics","Bangladesh","May 2019","New York City, NY","24,067"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","All Districts","22,220,269"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","Charleston, SC","2,052,866"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","Houston-Galveston, TX","4,109,433"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","Los Angeles, CA","550,778"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","New York City, NY","9,138,898"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","Norfolk, VA","3,532,920"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","San Francisco, CA","295,654"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","Savannah, GA","1,811,052"
"3915 Waste, Parings And Scrap, Of Plastics","India","2019 through May","Seattle, WA","112,109"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","All Districts","3,922,792"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","Charleston, SC","413,192"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","Houston-Galveston, TX","1,065,964"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","Los Angeles, CA","98,697"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","New York City, NY","1,489,131"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","Norfolk, VA","440,008"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","San Francisco, CA","47,168"
"3915 Waste, Parings And Scrap, Of Plastics","India","January 2019","Savannah, GA","265,221"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","All Districts","4,624,467"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","Charleston, SC","420,661"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","Houston-Galveston, TX","1,018,502"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","Los Angeles, CA","59,275"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","New York City, NY","1,851,862"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","Norfolk, VA","661,067"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","San Francisco, CA","22,028"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","Savannah, GA","440,873"
"3915 Waste, Parings And Scrap, Of Plastics","India","February 2019","Seattle, WA","20,015"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","All Districts","5,018,130"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","Charleston, SC","475,468"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","Houston-Galveston, TX","1,189,832"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","Los Angeles, CA","154,871"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","New York City, NY","2,072,725"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","Norfolk, VA","628,247"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","San Francisco, CA","46,603"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","Savannah, GA","306,609"
"3915 Waste, Parings And Scrap, Of Plastics","India","March 2019","Seattle, WA","16,326"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","All Districts","4,228,147"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","Charleston, SC","319,259"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","Houston-Galveston, TX","583,115"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","Los Angeles, CA","111,814"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","New York City, NY","1,736,765"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","Norfolk, VA","745,104"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","San Francisco, CA","113,965"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","Savannah, GA","449,032"
"3915 Waste, Parings And Scrap, Of Plastics","India","April 2019","Seattle, WA","32,438"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","All Districts","4,426,733"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","Charleston, SC","424,286"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","Houston-Galveston, TX","252,020"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","Los Angeles, CA","126,121"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","New York City, NY","1,988,415"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","Norfolk, VA","1,058,494"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","San Francisco, CA","65,890"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","Savannah, GA","349,317"
"3915 Waste, Parings And Scrap, Of Plastics","India","May 2019","Seattle, WA","43,330"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","2019 through May","All Districts","876,135"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","2019 through May","Charleston, SC","321,809"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","2019 through May","New York City, NY","135,144"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","2019 through May","Norfolk, VA","241,494"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","2019 through May","San Francisco, CA","109,000"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","2019 through May","Savannah, GA","63,926"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","January 2019","All Districts","176,747"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","January 2019","Charleston, SC","134,565"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","January 2019","New York City, NY","42,182"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","February 2019","All Districts","175,951"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","February 2019","Charleston, SC","45,185"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","February 2019","New York City, NY","7,500"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","February 2019","Norfolk, VA","20,946"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","February 2019","San Francisco, CA","80,000"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","February 2019","Savannah, GA","22,320"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","March 2019","All Districts","142,268"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","March 2019","Charleston, SC","77,300"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","March 2019","New York City, NY","6,174"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","March 2019","Norfolk, VA","41,632"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","March 2019","San Francisco, CA","9,000"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","March 2019","Savannah, GA","8,162"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","April 2019","All Districts","274,038"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","April 2019","Charleston, SC","40,991"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","April 2019","New York City, NY","56,538"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","April 2019","Norfolk, VA","123,065"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","April 2019","San Francisco, CA","20,000"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","April 2019","Savannah, GA","33,444"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","May 2019","All Districts","107,131"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","May 2019","Charleston, SC","23,768"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","May 2019","New York City, NY","22,750"
"3915 Waste, Parings And Scrap, Of Plastics","Pakistan","May 2019","Norfolk, VA","55,851"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","2019 through May","All Districts","25,015"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","2019 through May","Charleston, SC","18,149"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","2019 through May","Norfolk, VA","6,866"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","April 2019","All Districts","13,247"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","April 2019","Charleston, SC","6,381"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","April 2019","Norfolk, VA","6,866"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","May 2019","All Districts","11,768"
"3915 Waste, Parings And Scrap, Of Plastics","Sri Lanka","May 2019","Charleston, SC","11,768"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","All Districts","47,503,607"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Charleston, SC","5,027,959"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Detroit, MI","186,005"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Houston-Galveston, TX","4,024,900"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Los Angeles, CA","15,434,227"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","New York City, NY","6,304,542"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Norfolk, VA","2,910,600"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","San Francisco, CA","4,008,045"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Savannah, GA","3,943,710"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","2019 through May","Seattle, WA","1,605,635"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","All Districts","8,923,237"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Charleston, SC","1,127,349"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Detroit, MI","33,000"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Houston-Galveston, TX","1,112,059"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Los Angeles, CA","2,686,795"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","New York City, NY","976,675"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Norfolk, VA","611,604"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","San Francisco, CA","897,389"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Savannah, GA","620,491"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","January 2019","Seattle, WA","193,048"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","All Districts","8,247,063"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Charleston, SC","1,089,020"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Detroit, MI","52,197"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Houston-Galveston, TX","683,211"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Los Angeles, CA","2,387,530"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","New York City, NY","894,906"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Norfolk, VA","590,705"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","San Francisco, CA","733,075"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Savannah, GA","734,789"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","February 2019","Seattle, WA","297,515"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","All Districts","8,253,916"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","Charleston, SC","602,059"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","Houston-Galveston, TX","697,107"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","Los Angeles, CA","2,693,889"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","New York City, NY","1,196,496"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","Norfolk, VA","412,861"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","San Francisco, CA","760,886"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","Savannah, GA","761,892"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","March 2019","Seattle, WA","342,682"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","All Districts","10,814,080"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Charleston, SC","1,212,314"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Detroit, MI","100,808"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Houston-Galveston, TX","647,891"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Los Angeles, CA","3,701,855"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","New York City, NY","1,500,797"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Norfolk, VA","661,261"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","San Francisco, CA","848,564"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Savannah, GA","799,303"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","April 2019","Seattle, WA","400,083"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","All Districts","11,265,311"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","Charleston, SC","997,217"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","Houston-Galveston, TX","884,632"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","Los Angeles, CA","3,964,158"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","New York City, NY","1,735,668"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","Norfolk, VA","634,169"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","San Francisco, CA","768,131"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","Savannah, GA","1,027,235"
"3915 Waste, Parings And Scrap, Of Plastics","Asia - Other","May 2019","Seattle, WA","372,307"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","All Districts","2,591,975"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","Houston-Galveston, TX","1,648,871"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","Los Angeles, CA","645,464"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","New York City, NY","35,572"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","Norfolk, VA","3,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","San Francisco, CA","79,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","2019 through May","Savannah, GA","16,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","January 2019","All Districts","714,201"
"3915 Waste, Parings And Scrap, Of Plastics","China","January 2019","Houston-Galveston, TX","528,421"
"3915 Waste, Parings And Scrap, Of Plastics","China","January 2019","Los Angeles, CA","109,027"
"3915 Waste, Parings And Scrap, Of Plastics","China","January 2019","New York City, NY","25,513"
"3915 Waste, Parings And Scrap, Of Plastics","China","January 2019","San Francisco, CA","15,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","January 2019","Savannah, GA","10,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","February 2019","All Districts","472,757"
"3915 Waste, Parings And Scrap, Of Plastics","China","February 2019","Houston-Galveston, TX","338,404"
"3915 Waste, Parings And Scrap, Of Plastics","China","February 2019","Los Angeles, CA","97,353"
"3915 Waste, Parings And Scrap, Of Plastics","China","February 2019","New York City, NY","7,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","February 2019","San Francisco, CA","18,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","March 2019","All Districts","456,136"
"3915 Waste, Parings And Scrap, Of Plastics","China","March 2019","Houston-Galveston, TX","283,599"
"3915 Waste, Parings And Scrap, Of Plastics","China","March 2019","Los Angeles, CA","134,932"
"3915 Waste, Parings And Scrap, Of Plastics","China","March 2019","Norfolk, VA","3,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","March 2019","San Francisco, CA","6,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","April 2019","All Districts","549,348"
"3915 Waste, Parings And Scrap, Of Plastics","China","April 2019","Houston-Galveston, TX","329,012"
"3915 Waste, Parings And Scrap, Of Plastics","China","April 2019","Los Angeles, CA","209,336"
"3915 Waste, Parings And Scrap, Of Plastics","China","April 2019","New York City, NY","3,059"
"3915 Waste, Parings And Scrap, Of Plastics","China","May 2019","All Districts","399,533"
"3915 Waste, Parings And Scrap, Of Plastics","China","May 2019","Houston-Galveston, TX","169,435"
"3915 Waste, Parings And Scrap, Of Plastics","China","May 2019","Los Angeles, CA","94,816"
"3915 Waste, Parings And Scrap, Of Plastics","China","May 2019","San Francisco, CA","40,000"
"3915 Waste, Parings And Scrap, Of Plastics","China","May 2019","Savannah, GA","6,000"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","All Districts","13,464,829"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","Charleston, SC","1,657,697"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","Houston-Galveston, TX","1,303,909"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","Los Angeles, CA","3,700,035"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","New York City, NY","1,824,129"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","Norfolk, VA","1,510,034"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","San Francisco, CA","846,217"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","Savannah, GA","1,785,058"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","2019 through May","Seattle, WA","360,447"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","All Districts","2,913,179"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","Charleston, SC","333,305"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","Houston-Galveston, TX","231,196"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","Los Angeles, CA","948,308"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","New York City, NY","312,757"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","Norfolk, VA","305,163"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","San Francisco, CA","308,451"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","Savannah, GA","316,900"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","January 2019","Seattle, WA","37,074"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","All Districts","2,383,900"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","Charleston, SC","428,104"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","Houston-Galveston, TX","233,421"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","Los Angeles, CA","319,136"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","New York City, NY","376,733"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","Norfolk, VA","269,178"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","San Francisco, CA","178,000"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","Savannah, GA","463,135"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","February 2019","Seattle, WA","67,140"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","All Districts","2,420,931"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","Charleston, SC","249,149"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","Houston-Galveston, TX","227,005"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","Los Angeles, CA","637,291"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","New York City, NY","333,264"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","Norfolk, VA","233,466"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","San Francisco, CA","226,991"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","Savannah, GA","355,666"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","March 2019","Seattle, WA","110,353"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","All Districts","2,902,130"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","Charleston, SC","447,312"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","Houston-Galveston, TX","139,221"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","Los Angeles, CA","865,520"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","New York City, NY","406,407"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","Norfolk, VA","346,223"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","San Francisco, CA","86,495"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","Savannah, GA","330,059"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","April 2019","Seattle, WA","98,480"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","All Districts","2,844,689"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","Charleston, SC","199,827"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","Houston-Galveston, TX","473,066"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","Los Angeles, CA","929,780"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","New York City, NY","394,968"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","Norfolk, VA","356,004"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","San Francisco, CA","46,280"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","Savannah, GA","319,298"
"3915 Waste, Parings And Scrap, Of Plastics","Hong Kong","May 2019","Seattle, WA","47,400"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","All Districts","5,904,705"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","Charleston, SC","752,449"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","Houston-Galveston, TX","63,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","Los Angeles, CA","1,847,115"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","New York City, NY","353,652"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","Norfolk, VA","203,949"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","San Francisco, CA","1,074,446"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","Savannah, GA","415,967"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","2019 through May","Seattle, WA","129,500"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","All Districts","861,823"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","Charleston, SC","83,186"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","Houston-Galveston, TX","34,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","Los Angeles, CA","212,066"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","New York City, NY","26,625"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","Norfolk, VA","5,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","San Francisco, CA","262,446"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","Savannah, GA","56,400"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","January 2019","Seattle, WA","16,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","All Districts","535,982"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","Charleston, SC","30,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","Los Angeles, CA","134,500"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","New York City, NY","25,582"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","Norfolk, VA","20,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","San Francisco, CA","156,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","Savannah, GA","22,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","February 2019","Seattle, WA","44,500"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","All Districts","1,047,900"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","Charleston, SC","121,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","Houston-Galveston, TX","5,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","Los Angeles, CA","384,600"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","New York City, NY","42,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","Norfolk, VA","49,500"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","San Francisco, CA","113,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","Savannah, GA","105,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","March 2019","Seattle, WA","28,500"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","All Districts","1,691,755"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","Charleston, SC","229,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","Houston-Galveston, TX","15,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","Los Angeles, CA","611,855"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","New York City, NY","154,400"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","Norfolk, VA","37,700"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","San Francisco, CA","265,500"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","Savannah, GA","115,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","April 2019","Seattle, WA","17,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","May 2019","All Districts","1,767,245"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","May 2019","Charleston, SC","289,263"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","May 2019","Houston-Galveston, TX","9,000"
"3915 Waste, Parings And Scrap, Of Plastics","Indonesia","May 2019","Los Angeles, CA","504,094"
