"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","June 2018","Norfolk, VA","1,636,773"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","June 2018","Ogdensburg, NY","1,437,275"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","June 2018","San Francisco, CA","2,221,198"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","June 2018","Savannah, GA","4,763,911"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","June 2018","Seattle, WA","2,816,444"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","All Districts","32,140,280"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Charleston, SC","2,327,845"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Detroit, MI","1,990,751"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Houston-Galveston, TX","2,768,277"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Los Angeles, CA","6,418,627"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","New York City, NY","4,931,915"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Norfolk, VA","1,454,098"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Ogdensburg, NY","1,401,909"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","San Francisco, CA","1,836,169"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Savannah, GA","1,761,166"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","July 2018","Seattle, WA","929,572"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","All Districts","31,896,968"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Charleston, SC","2,135,209"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Detroit, MI","2,477,513"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Houston-Galveston, TX","2,634,951"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Los Angeles, CA","5,003,966"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","New York City, NY","5,688,892"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Norfolk, VA","1,628,236"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Ogdensburg, NY","1,503,731"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","San Francisco, CA","1,375,984"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Savannah, GA","1,538,869"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","August 2018","Seattle, WA","1,032,196"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","All Districts","26,164,650"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Charleston, SC","1,377,356"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Detroit, MI","1,760,127"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Houston-Galveston, TX","2,284,415"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Los Angeles, CA","5,499,148"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","New York City, NY","2,957,484"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Norfolk, VA","1,170,520"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Ogdensburg, NY","1,424,423"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","San Francisco, CA","1,401,619"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Savannah, GA","1,051,868"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","September 2018","Seattle, WA","1,683,785"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","All Districts","32,138,165"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Charleston, SC","2,155,925"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Detroit, MI","1,852,098"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Houston-Galveston, TX","2,567,159"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Los Angeles, CA","5,830,818"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","New York City, NY","3,306,595"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Norfolk, VA","2,050,793"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Ogdensburg, NY","1,613,526"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","San Francisco, CA","1,201,625"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Savannah, GA","1,768,785"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","October 2018","Seattle, WA","1,805,243"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","All Districts","26,633,621"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Charleston, SC","1,371,212"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Detroit, MI","1,966,266"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Houston-Galveston, TX","2,989,190"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Los Angeles, CA","5,283,385"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","New York City, NY","2,980,580"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Norfolk, VA","1,334,078"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Ogdensburg, NY","1,430,898"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","San Francisco, CA","1,152,102"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Savannah, GA","1,717,690"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","November 2018","Seattle, WA","537,553"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","All Districts","26,756,022"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Charleston, SC","1,257,055"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Detroit, MI","1,784,793"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Houston-Galveston, TX","1,814,532"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Los Angeles, CA","5,807,904"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","New York City, NY","3,184,210"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Norfolk, VA","1,250,958"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Ogdensburg, NY","1,181,526"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","San Francisco, CA","1,646,594"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Savannah, GA","1,385,481"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","December 2018","Seattle, WA","1,340,099"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","All Districts","1,291,182"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","Charleston, SC","185,789"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","Houston-Galveston, TX","125,328"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","Los Angeles, CA","56,020"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","New York City, NY","507,161"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","Norfolk, VA","69,303"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","San Francisco, CA","34,964"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2018","Savannah, GA","189,713"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","January 2018","All Districts","69,325"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","January 2018","Charleston, SC","44,600"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","January 2018","Houston-Galveston, TX","6,375"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","January 2018","New York City, NY","18,350"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","February 2018","All Districts","85,699"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","February 2018","Houston-Galveston, TX","20,337"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","February 2018","New York City, NY","31,157"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","February 2018","Savannah, GA","34,205"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","March 2018","All Districts","47,740"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","March 2018","Los Angeles, CA","6,200"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","March 2018","New York City, NY","17,700"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","March 2018","Savannah, GA","5,840"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","April 2018","All Districts","82,500"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","April 2018","Houston-Galveston, TX","20,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","April 2018","Los Angeles, CA","6,200"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","April 2018","New York City, NY","15,150"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","April 2018","Norfolk, VA","8,800"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","April 2018","Savannah, GA","32,350"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","May 2018","All Districts","278,293"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","May 2018","Charleston, SC","28,189"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","May 2018","New York City, NY","176,270"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","May 2018","Norfolk, VA","40,034"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","May 2018","Savannah, GA","17,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","June 2018","All Districts","82,314"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","June 2018","Charleston, SC","17,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","June 2018","New York City, NY","55,764"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","June 2018","Norfolk, VA","3,550"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","July 2018","All Districts","59,866"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","July 2018","Charleston, SC","28,500"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","July 2018","New York City, NY","14,366"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","July 2018","Savannah, GA","17,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","August 2018","All Districts","144,904"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","August 2018","Charleston, SC","67,500"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","August 2018","Houston-Galveston, TX","22,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","August 2018","New York City, NY","7,500"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","August 2018","Savannah, GA","18,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","September 2018","All Districts","36,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","September 2018","New York City, NY","20,000"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","October 2018","All Districts","87,585"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","October 2018","Houston-Galveston, TX","26,600"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","October 2018","Los Angeles, CA","6,200"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","October 2018","New York City, NY","15,632"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","October 2018","Norfolk, VA","13,789"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","October 2018","San Francisco, CA","10,164"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","November 2018","All Districts","191,955"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","November 2018","Los Angeles, CA","20,200"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","November 2018","New York City, NY","105,235"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","November 2018","Norfolk, VA","3,130"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","November 2018","San Francisco, CA","6,200"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","November 2018","Savannah, GA","50,190"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","December 2018","All Districts","125,001"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","December 2018","Houston-Galveston, TX","30,016"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","December 2018","Los Angeles, CA","17,220"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","December 2018","New York City, NY","30,037"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","December 2018","San Francisco, CA","18,600"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","December 2018","Savannah, GA","15,128"
"3915 Waste, Parings And Scrap, Of Plastics","Algeria","2018","All Districts","97,770"
"3915 Waste, Parings And Scrap, Of Plastics","Algeria","2018","New York City, NY","97,770"
"3915 Waste, Parings And Scrap, Of Plastics","Algeria","May 2018","All Districts","97,770"
"3915 Waste, Parings And Scrap, Of Plastics","Algeria","May 2018","New York City, NY","97,770"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","2018","All Districts","56,549"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","2018","Houston-Galveston, TX","6,600"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","2018","Los Angeles, CA","22,400"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","2018","New York City, NY","17,385"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","2018","San Francisco, CA","10,164"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","October 2018","All Districts","16,764"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","October 2018","Houston-Galveston, TX","6,600"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","October 2018","San Francisco, CA","10,164"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","November 2018","All Districts","14,000"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","November 2018","Los Angeles, CA","14,000"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","December 2018","All Districts","25,785"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","December 2018","Los Angeles, CA","8,400"
"3915 Waste, Parings And Scrap, Of Plastics","Ethiopia","December 2018","New York City, NY","17,385"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2018","All Districts","255,921"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2018","Houston-Galveston, TX","56,728"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2018","New York City, NY","158,086"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2018","Norfolk, VA","13,789"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2018","Savannah, GA","27,318"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","January 2018","All Districts","10,725"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","January 2018","Houston-Galveston, TX","6,375"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","January 2018","New York City, NY","4,350"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","February 2018","All Districts","23,494"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","February 2018","Houston-Galveston, TX","20,337"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","February 2018","New York City, NY","3,157"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","April 2018","All Districts","6,650"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","April 2018","New York City, NY","6,650"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","June 2018","All Districts","45,364"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","June 2018","New York City, NY","45,364"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","July 2018","All Districts","7,866"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","July 2018","New York City, NY","7,866"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","October 2018","All Districts","21,301"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","October 2018","New York City, NY","7,512"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","October 2018","Norfolk, VA","13,789"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","November 2018","All Districts","88,925"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","November 2018","New York City, NY","76,735"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","November 2018","Savannah, GA","12,190"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","December 2018","All Districts","51,596"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","December 2018","Houston-Galveston, TX","30,016"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","December 2018","New York City, NY","6,452"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","December 2018","Savannah, GA","15,128"
"3915 Waste, Parings And Scrap, Of Plastics","Kenya","2018","All Districts","8,820"
"3915 Waste, Parings And Scrap, Of Plastics","Kenya","2018","Los Angeles, CA","8,820"
"3915 Waste, Parings And Scrap, Of Plastics","Kenya","December 2018","All Districts","8,820"
"3915 Waste, Parings And Scrap, Of Plastics","Kenya","December 2018","Los Angeles, CA","8,820"
"3915 Waste, Parings And Scrap, Of Plastics","Mauritania","2018","All Districts","6,500"
"3915 Waste, Parings And Scrap, Of Plastics","Mauritania","2018","Charleston, SC","6,500"
"3915 Waste, Parings And Scrap, Of Plastics","Mauritania","May 2018","All Districts","6,500"
"3915 Waste, Parings And Scrap, Of Plastics","Mauritania","May 2018","Charleston, SC","6,500"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","2018","All Districts","58,020"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","2018","New York City, NY","21,820"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","October 2018","All Districts","23,320"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","October 2018","New York City, NY","8,120"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","November 2018","All Districts","14,500"
