"Standard Report - Exports"
"Current date: 07/13/2019 5:44 PM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","District","Value ($US)",
"3915 Waste, Parings And Scrap, Of Plastics","Japan","2016","New York City, NY","9,227"
"3915 Waste, Parings And Scrap, Of Plastics","Japan","2016","Norfolk, VA","3,820"
"3915 Waste, Parings And Scrap, Of Plastics","Japan","2016","San Francisco, CA","35,103"
"3915 Waste, Parings And Scrap, Of Plastics","Japan","2016","Seattle, WA","4,500"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","All Districts","1,778,191"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","Charleston, SC","126,960"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","Houston-Galveston, TX","102,500"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","Los Angeles, CA","935,801"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","New York City, NY","129,303"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","Norfolk, VA","8,000"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","San Francisco, CA","39,450"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","Savannah, GA","242,883"
"3915 Waste, Parings And Scrap, Of Plastics","Korea, South","2016","Seattle, WA","72,000"
"3915 Waste, Parings And Scrap, Of Plastics","Macau","2016","All Districts","12,000"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","All Districts","8,030,315"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","Charleston, SC","92,893"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","Houston-Galveston, TX","173,950"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","Los Angeles, CA","2,715,578"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","New York City, NY","1,054,697"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","Norfolk, VA","279,386"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","San Francisco, CA","1,397,488"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","Savannah, GA","159,744"
"3915 Waste, Parings And Scrap, Of Plastics","Malaysia","2016","Seattle, WA","1,964,629"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","All Districts","371,841"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","Houston-Galveston, TX","2,718"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","Los Angeles, CA","165,703"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","New York City, NY","61,999"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","San Francisco, CA","14,782"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","Savannah, GA","8,000"
"3915 Waste, Parings And Scrap, Of Plastics","Philippines","2016","Seattle, WA","31,282"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","All Districts","1,567,018"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","Charleston, SC","24,000"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","Houston-Galveston, TX","48,092"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","Los Angeles, CA","218,236"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","New York City, NY","64,539"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","Norfolk, VA","8,451"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","San Francisco, CA","170,859"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","Savannah, GA","139,710"
"3915 Waste, Parings And Scrap, Of Plastics","Singapore","2016","Seattle, WA","573,580"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","All Districts","8,976,800"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Charleston, SC","203,336"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Detroit, MI","6,935"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Houston-Galveston, TX","50,735"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Los Angeles, CA","4,562,599"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","New York City, NY","650,584"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Norfolk, VA","185,371"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","San Francisco, CA","1,461,423"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Savannah, GA","205,555"
"3915 Waste, Parings And Scrap, Of Plastics","Taiwan","2016","Seattle, WA","890,791"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","All Districts","1,434,617"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","Charleston, SC","60,917"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","Houston-Galveston, TX","5,483"
