"Standard Report - Exports"
"Current date: 07/13/2019 5:21 PM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","District","Value ($US)",
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","All Districts","636,870,964"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Charleston, SC","50,143,263"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Detroit, MI","22,888,378"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Houston-Galveston, TX","42,890,300"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Los Angeles, CA","196,752,865"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","New York City, NY","69,295,010"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Norfolk, VA","36,778,704"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Ogdensburg, NY","18,259,395"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","San Francisco, CA","34,287,475"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Savannah, GA","35,986,835"
"3915 Waste, Parings And Scrap, Of Plastics","All Geographic Regions (World Total)","2017","Seattle, WA","38,916,244"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","All Districts","1,069,957"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","Charleston, SC","295,449"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","Houston-Galveston, TX","182,202"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","Los Angeles, CA","31,550"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","New York City, NY","328,944"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","Norfolk, VA","32,552"
"3915 Waste, Parings And Scrap, Of Plastics","Africa","2017","Savannah, GA","133,180"
"3915 Waste, Parings And Scrap, Of Plastics","British Indian Ocean Territories","2017","All Districts","9,452"
"3915 Waste, Parings And Scrap, Of Plastics","British Indian Ocean Territories","2017","Norfolk, VA","9,452"
"3915 Waste, Parings And Scrap, Of Plastics","Egypt","2017","All Districts","66,907"
"3915 Waste, Parings And Scrap, Of Plastics","Egypt","2017","Charleston, SC","6,544"
"3915 Waste, Parings And Scrap, Of Plastics","Egypt","2017","Savannah, GA","60,363"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2017","All Districts","85,350"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2017","Houston-Galveston, TX","70,500"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2017","New York City, NY","4,050"
"3915 Waste, Parings And Scrap, Of Plastics","Ghana","2017","Savannah, GA","10,800"
"3915 Waste, Parings And Scrap, Of Plastics","Mauritania","2017","All Districts","5,812"
"3915 Waste, Parings And Scrap, Of Plastics","Mauritania","2017","Savannah, GA","5,812"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","2017","All Districts","56,002"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","2017","Charleston, SC","8,550"
"3915 Waste, Parings And Scrap, Of Plastics","Morocco","2017","Houston-Galveston, TX","47,452"
"3915 Waste, Parings And Scrap, Of Plastics","Nigeria","2017","All Districts","706,654"
"3915 Waste, Parings And Scrap, Of Plastics","Nigeria","2017","Charleston, SC","280,355"
"3915 Waste, Parings And Scrap, Of Plastics","Nigeria","2017","Los Angeles, CA","31,550"
"3915 Waste, Parings And Scrap, Of Plastics","Nigeria","2017","New York City, NY","303,344"
"3915 Waste, Parings And Scrap, Of Plastics","Nigeria","2017","Norfolk, VA","23,100"
"3915 Waste, Parings And Scrap, Of Plastics","Nigeria","2017","Savannah, GA","43,705"
"3915 Waste, Parings And Scrap, Of Plastics","South Africa","2017","All Districts","34,560"
"3915 Waste, Parings And Scrap, Of Plastics","South Africa","2017","New York City, NY","7,680"
"3915 Waste, Parings And Scrap, Of Plastics","Tanzania","2017","All Districts","105,220"
"3915 Waste, Parings And Scrap, Of Plastics","Tanzania","2017","Houston-Galveston, TX","64,250"
